Zipcode,Lat,Lng,City,EstimatedPopulation
7060,40.63,-74.4,"Plainfield, NJ",32363
7060,40.63,-74.4,"N Plainfield, NJ",32363
7060,40.63,-74.4,"North Plainfield, NJ",32363
7060,40.63,-74.4,"Muhlenberg, NJ",32363
7061,40.63,-74.4,"Plainfield, NJ",1121
7062,40.63,-74.4,"Plainfield, NJ",10678
7062,40.63,-74.4,"N Plainfield, NJ",10678
7062,40.63,-74.4,"North Plainfield, NJ",10678
7063,40.63,-74.4,"Plainfield, NJ",10226
7063,40.63,-74.4,"N Plainfield, NJ",10226
7063,40.63,-74.4,"North Plainfield, NJ",10226
7069,40.64,-74.44,"Watchung, NJ",5361
7069,40.64,-74.44,"Plainfield, NJ",5361
7978,40.66,-74.68,"Pluckemin, NJ",
7442,41,-74.28,"Pompton Lakes, NJ",9786
7442,41,-74.28,"Pompton Falls, NJ",9786
7444,40.96,-74.3,"Pompton Plains, NJ",10193
7444,40.96,-74.3,"Pompton Plns, NJ",10193
7865,40.79,-74.91,"Port Murray, NJ",2430
7064,40.56,-74.24,"Port Reading, NJ",3342
7979,40.66,-74.82,"Pottersville, NJ",577
8868,40.55,-74.94,"Quakertown, NJ",
7065,40.6,-74.28,"Rahway, NJ",22711
7066,40.62,-74.31,"Clark, NJ",13402
7067,40.59,-74.31,"Colonia, NJ",16467
7446,41.05,-74.14,"Ramsey, NJ",13317
7446,41.05,-74.14,"Darlington, NJ",13317
8869,40.57,-74.64,"Raritan, NJ",5803
8870,40.57,-74.73,"Readington, NJ",
7657,40.83,-74.01,"Ridgefield, NJ",9186
7657,40.83,-74.01,"Morsemere, NJ",9186
7660,40.85,-74.02,"Ridgefield Park, NJ",10825
7660,40.85,-74.02,"Ridgefield Pk, NJ",10825
7450,40.98,-74.11,"Ridgewood, NJ",21805
7451,40.98,-74.11,"Ridgewood, NJ",
7452,40.95,-74.12,"Glen Rock, NJ",10630
7452,40.95,-74.12,"Ridgewood, NJ",10630
7456,41.11,-74.27,"Ringwood, NJ",11161
7456,41.11,-74.27,"Cupsaw Lake, NJ",11161
7456,41.11,-74.27,"Erskine, NJ",11161
7456,41.11,-74.27,"Erskine Lakes, NJ",11161
7456,41.11,-74.27,"Skyline Lakes, NJ",11161
7457,40.99,-74.3,"Riverdale, NJ",3259
7457,40.99,-74.3,"Pompton Junction, NJ",3259
7661,40.92,-74.04,"River Edge, NJ",10002
7662,40.9,-74.07,"Rochelle Park, NJ",5133
7663,40.9,-74.09,"Saddle Brook, NJ",12144
7866,40.89,-74.51,"Rockaway, NJ",20639
7068,40.82,-74.3,"Roseland, NJ",5568
7070,40.81,-74.1,"Rutherford, NJ",15695
7071,40.79,-74.11,"Lyndhurst, NJ",17397
7072,40.82,-74.06,"Carlstadt, NJ",5244
7073,40.81,-74.08,"East Rutherford, NJ",7669
7073,40.81,-74.08,"E Rutherford, NJ",7669
7074,40.84,-74.05,"Moonachie, NJ",2419
7075,40.85,-74.08,"Wood Ridge, NJ",6891
7075,40.85,-74.08,"Wood-ridge, NJ",6891
7458,41.02,-74.09,"Saddle River, NJ",10410
7458,41.02,-74.09,"U Saddle Riv, NJ",10410
7458,41.02,-74.09,"Upper Saddle River, NJ",10410
8871,40.46,-74.32,"Sayreville, NJ",
8872,40.46,-74.32,"Sayreville, NJ",16564
7870,40.78,-74.79,"Schooleys Mountain, NJ",
7870,40.78,-74.79,"Schooleys Mtn, NJ",
7076,40.63,-74.37,"Scotch Plains, NJ",21342
7094,40.78,-74.06,"Secaucus, NJ",14192
7096,40.78,-74.06,"Secaucus, NJ",
7096,40.78,-74.06,"Meadows, NJ",
7096,40.78,-74.06,"Plaza, NJ",
7077,40.55,-74.26,"Sewaren, NJ",2427
7078,40.74,-74.33,"Short Hills, NJ",12661
8873,40.49,-74.48,"Somerset, NJ",42921
8873,40.49,-74.48,"East Millstone, NJ",42921
8873,40.49,-74.48,"Franklin Twp, NJ",42921
8873,40.49,-74.48,"Middlebush, NJ",42921
8873,40.49,-74.48,"Zarepath, NJ",42921
8875,40.49,-74.48,"Somerset, NJ",654
8875,40.49,-74.48,"E Millstone, NJ",654
8875,40.49,-74.48,"East Millstone, NJ",654
8890,40.53,-74.56,"Zarephath, NJ",
8876,40.57,-74.61,"Somerville, NJ",19420
8876,40.57,-74.61,"Branchburg, NJ",19420
8876,40.57,-74.61,"North Branch, NJ",19420
8876,40.57,-74.61,"Finderne, NJ",19420
8876,40.57,-74.61,"South Branch, NJ",19420
8879,40.47,-74.29,"South Amboy, NJ",18878
8879,40.47,-74.29,"Laurence Harbor, NJ",18878
8879,40.47,-74.29,"Laurence Hbr, NJ",18878
8879,40.47,-74.29,"Morgan, NJ",18878
8880,40.55,-74.52,"South Bound Brook, NJ",3957
8880,40.55,-74.52,"S Bound Brook, NJ",3957
7079,40.74,-74.26,"South Orange, NJ",13008
7080,40.57,-74.41,"South Plainfield, NJ",20808
7080,40.57,-74.41,"S Plainfield, NJ",20808
8882,40.44,-74.37,"South River, NJ",13440
7871,41.04,-74.62,"Sparta, NJ",18457
8884,40.39,-74.39,"Spotswood, NJ",7032
7081,40.69,-74.32,"Springfield, NJ",14082
7874,40.91,-74.7,"Stanhope, NJ",8305
8885,40.58,-74.81,"Stanton, NJ",
8886,40.69,-75.1,"Stewartsville, NJ",6042
7875,41.05,-74.86,"Stillwater, NJ",
7980,40.68,-74.49,"Stirling, NJ",2093
7460,41.1,-74.53,"Stockholm, NJ",3178
7460,41.1,-74.53,"Hardyston, NJ",3178
7460,41.1,-74.53,"Cliffwood Lake, NJ",3178
7460,41.1,-74.53,"Gerard, NJ",3178
7460,41.1,-74.53,"Lake Stockholm, NJ",3178
7460,41.1,-74.53,"Lake Tamarack, NJ",3178
7460,41.1,-74.53,"Silver Lake, NJ",3178
7876,40.85,-74.65,"Succasunna, NJ",9849
7901,40.71,-74.36,"Summit, NJ",19255
7902,40.71,-74.36,"Summit, NJ",
7461,41.2,-74.6,"Sussex, NJ",16853
7461,41.2,-74.6,"Wantage, NJ",16853
7461,41.2,-74.6,"Beemerville, NJ",16853
7461,41.2,-74.6,"Colesville, NJ",16853
7461,41.2,-74.6,"High Point, NJ",16853
7461,41.2,-74.6,"High Point Park, NJ",16853
7461,41.2,-74.6,"Wallkill Lake, NJ",16853
7461,41.2,-74.6,"Wantage Twp, NJ",16853
7877,41.09,-74.84,"Swartswood, NJ",
7878,40.87,-74.47,"Mount Tabor, NJ",893
7878,40.87,-74.47,"Tabor, NJ",893
7666,40.88,-74.01,"Teaneck, NJ",33593
7666,40.88,-74.01,"West Englewood, NJ",33593
7670,40.91,-73.95,"Tenafly, NJ",12590
8887,40.52,-74.8,"Three Bridges, NJ",978
7082,40.93,-74.34,"Towaco, NJ",5229
7879,40.95,-74.8,"Tranquility, NJ",
7083,40.69,-74.26,"Union, NJ",45808
7083,40.69,-74.26,"Chestnut, NJ",45808
7083,40.69,-74.26,"Townley, NJ",45808
7083,40.69,-74.26,"Union Center, NJ",45808
7086,40.76,-74.01,"Weehawken, NJ",9749
7086,40.76,-74.01,"Union City, NJ",9749
7087,40.76,-74.03,"Union City, NJ",47868
7087,40.76,-74.03,"Bergenline, NJ",47868
7087,40.76,-74.03,"Summit Avenue, NJ",47868
7087,40.76,-74.03,"Weehawken, NJ",47868
7088,40.71,-74.28,"Vauxhall, NJ",2775
7462,41.18,-74.51,"Vernon, NJ",5696
7880,40.87,-74.89,"Vienna, NJ",
7463,41.01,-74.12,"Waldwick, NJ",8512
7881,41.12,-74.91,"Wallpack Center, NJ",
7881,41.12,-74.91,"Wallpack Ctr, NJ",
7465,41.04,-74.29,"Wanaque, NJ",5544
7465,41.04,-74.29,"Midvale, NJ",5544
7882,40.75,-74.98,"Washington, NJ",12451
7470,40.94,-74.24,"Wayne, NJ",46902
7470,40.94,-74.24,"Lionshead Lake, NJ",46902
7470,40.94,-74.24,"Mountain View, NJ",46902
7470,40.94,-74.24,"Packanack Lake, NJ",46902
7470,40.94,-74.24,"Packanack Lk, NJ",46902
7470,40.94,-74.24,"Pines Lake, NJ",46902
7470,40.94,-74.24,"Preakness, NJ",46902
7474,40.94,-74.24,"Wayne, NJ",534
7090,40.65,-74.34,"Westfield, NJ",26906
7091,40.65,-74.34,"Westfield, NJ",
7092,40.68,-74.36,"Mountainside, NJ",5963
7480,41.1,-74.39,"West Milford, NJ",14392
7480,41.1,-74.39,"Gordon Lakes, NJ",14392
7480,41.1,-74.39,"Pine Cliff Lake, NJ",14392
7480,41.1,-74.39,"Shady Lake, NJ",14392
7480,41.1,-74.39,"West Milford Lakes, NJ",14392
7093,40.78,-74,"West New York, NJ",42640
7093,40.78,-74,"Guttenberg, NJ",42640
8201,39.42,-74.49,"Absecon, NJ",9186
8201,39.42,-74.49,"Absecon City, NJ",9186
8201,39.42,-74.49,"Absecon Heights, NJ",9186
8201,39.42,-74.49,"Absecon Highlands, NJ",9186
8201,39.42,-74.49,"Galloway, NJ",9186
8201,39.42,-74.49,"Galloway Township, NJ",9186
8201,39.42,-74.49,"Pinehurst, NJ",9186
8201,39.42,-74.49,"Smithville, NJ",9186
8205,39.48,-74.47,"Absecon, NJ",24427
8205,39.48,-74.47,"Galloway, NJ",24427
8205,39.48,-74.47,"Smithville, NJ",24427
8205,39.48,-74.47,"Galloway Township, NJ",24427
7710,40.21,-74.25,"Adelphia, NJ",
7711,40.23,-74,"Allenhurst, NJ",1496
7711,40.23,-74,"Loch Arbour, NJ",1496
7711,40.23,-74,"W Allenhurst, NJ",1496
7711,40.23,-74,"West Allenhurst, NJ",1496
8501,40.17,-74.58,"Allentown, NJ",5901
8501,40.17,-74.58,"Upper Freehold, NJ",5901
8720,40.13,-74.09,"Allenwood, NJ",974
8001,39.56,-75.34,"Alloway, NJ",1160
8001,39.56,-75.34,"Paradise Lakes, NJ",1160
7712,40.22,-74.01,"Asbury Park, NJ",31680
7712,40.22,-74.01,"Interlaken, NJ",31680
7712,40.22,-74.01,"Ocean, NJ",31680
7712,40.22,-74.01,"Tinton Falls, NJ",31680
7712,40.22,-74.01,"Wanamassa, NJ",31680
7712,40.22,-74.01,"Wayside, NJ",31680
8004,39.76,-74.85,"Atco, NJ",10625
8004,39.76,-74.85,"Waterford Township, NJ",10625
8004,39.76,-74.85,"West Atco, NJ",10625
8401,39.36,-74.42,"Atlantic City, NJ",29186
8402,39.33,-74.5,"Margate City, NJ",5596
8402,39.33,-74.5,"Atlantic City, NJ",5596
8402,39.33,-74.5,"Margate, NJ",5596
8403,39.31,-74.52,"Longport, NJ",849
8403,39.31,-74.52,"Atlantic City, NJ",849
8404,39.36,-74.42,"Atlantic City, NJ",1021
8405,39.36,-74.42,"Atlantic City, NJ",
8405,39.36,-74.42,"Nafec, NJ",
8406,39.34,-74.48,"Ventnor City, NJ",9419
8406,39.34,-74.48,"Atlantic City, NJ",9419
8406,39.34,-74.48,"Ventnor, NJ",9419
8406,39.34,-74.48,"Ventnor Heights, NJ",9419
7716,40.4,-74.03,"Atlantic Highlands, NJ",7144
7716,40.4,-74.03,"Atlantic Hlds, NJ",7144
7716,40.4,-74.03,"Atlantic Hl, NJ",7144
8202,39.09,-74.73,"Avalon, NJ",1508
7717,40.19,-74.01,"Avon By The Sea, NJ",1687
7717,40.19,-74.01,"Avon By Sea, NJ",1687
7717,40.19,-74.01,"Avon, NJ",1687
8005,39.75,-74.22,"Barnegat, NJ",19593
8005,39.75,-74.22,"Barnegat Township, NJ",19593
8005,39.75,-74.22,"Warren Grove, NJ",19593
8006,39.75,-74.11,"Barnegat Light, NJ",687
8006,39.75,-74.11,"Barnegat Lgt, NJ",687
8006,39.75,-74.11,"Barnegat Light Boro, NJ",687
8007,39.87,-75.05,"Barrington, NJ",4458
8721,39.91,-74.21,"Bayville, NJ",17550
8721,39.91,-74.21,"Berkeley Township, NJ",17550
8721,39.91,-74.21,"Berkeley Twp, NJ",17550
8008,39.55,-74.24,"Beach Haven, NJ",6743
8008,39.55,-74.24,"Harvey Cedars, NJ",6743
8008,39.55,-74.24,"Long Bch Twp, NJ",6743
8008,39.55,-74.24,"Long Beach, NJ",6743
8008,39.55,-74.24,"Long Beach Township, NJ",6743
8008,39.55,-74.24,"Ship Bottom, NJ",6743
8008,39.55,-74.24,"Surf City, NJ",6743
8008,39.55,-74.24,"Brant Beach, NJ",6743
8008,39.55,-74.24,"Harvey Cedars Boro, NJ",6743
8008,39.55,-74.24,"High Bar Harbor, NJ",6743
8008,39.55,-74.24,"Loveladies, NJ",6743
8008,39.55,-74.24,"North Beach, NJ",6743
8008,39.55,-74.24,"Ship Bottom Boro, NJ",6743
8008,39.55,-74.24,"Surf City Boro, NJ",6743
8722,39.92,-74.2,"Beachwood, NJ",9570
7718,40.41,-74.08,"Belford, NJ",5572
8502,40.46,-74.64,"Belle Mead, NJ",10011
8502,40.46,-74.64,"Montgomery, NJ",10011
7715,40.17,-74.02,"Belmar, NJ",
7715,40.17,-74.02,"N J Natural Gas Co, NJ",
7719,40.17,-74.02,"Belmar, NJ",18512
7719,40.17,-74.02,"Lake Como, NJ",18512
7719,40.17,-74.02,"Wall, NJ",18512
7719,40.17,-74.02,"Wall Township, NJ",18512
7719,40.17,-74.02,"S Belmar, NJ",18512
7719,40.17,-74.02,"Shark River Manor, NJ",18512
7719,40.17,-74.02,"South Belmar, NJ",18512
7719,40.17,-74.02,"W Belmar, NJ",18512
7719,40.17,-74.02,"Wall Twp, NJ",18512
7719,40.17,-74.02,"West Belmar, NJ",18512
8009,39.79,-74.93,"Berlin, NJ",11467
8009,39.79,-74.93,"Albion, NJ",11467
8009,39.79,-74.93,"Berlin Boro, NJ",11467
8009,39.79,-74.93,"East Berlin, NJ",11467
8009,39.79,-74.93,"Tansboro, NJ",11467
8010,40.06,-74.92,"Beverly, NJ",9089
8010,40.06,-74.92,"Edgewater Park, NJ",9089
8010,40.06,-74.92,"Edgewater Prk, NJ",9089
8011,39.92,-74.53,"Birmingham, NJ",
8012,39.79,-75.06,"Blackwood, NJ",33128
8012,39.79,-75.06,"Turnersville, NJ",33128
8012,39.79,-75.06,"Blenheim, NJ",33128
8012,39.79,-75.06,"Chews Landing, NJ",33128
8012,39.79,-75.06,"Hilltop, NJ",33128
8012,39.79,-75.06,"Lakeland, NJ",33128
8504,40.4,-74.7,"Blawenburg, NJ",
8505,40.14,-74.7,"Bordentown, NJ",15332
8505,40.14,-74.7,"Fieldsboro, NJ",15332
7720,40.2,-74.01,"Bradley Beach, NJ",3588
8723,40.06,-74.11,"Brick, NJ",27903
8723,40.06,-74.11,"Osbornville, NJ",27903
8723,40.06,-74.11,"Bricktown, NJ",27903
8724,40.06,-74.11,"Brick, NJ",37268
8724,40.06,-74.11,"Wall Township, NJ",37268
8724,40.06,-74.11,"Bricktown, NJ",37268
8724,40.06,-74.11,"Wall, NJ",37268
8724,40.06,-74.11,"Wall Twp, NJ",37268
8014,39.8,-75.34,"Bridgeport, NJ",467
8302,39.42,-75.22,"Bridgeton, NJ",32331
8302,39.42,-75.22,"Deerfield Twp, NJ",32331
8302,39.42,-75.22,"Fairfield Twp, NJ",32331
8302,39.42,-75.22,"Stow Creek Twp, NJ",32331
8302,39.42,-75.22,"Upper Deerfield Twp, NJ",32331
8730,40.1,-74.06,"Brielle, NJ",4502
8203,39.41,-74.36,"Brigantine, NJ",8255
8203,39.41,-74.36,"Brigantine City, NJ",8255
8015,39.95,-74.55,"Browns Mills, NJ",17598
8310,39.52,-74.94,"Buena, NJ",1546
8310,39.52,-74.94,"Buena Vista Township, NJ",1546
8016,40.07,-74.85,"Burlington, NJ",27446
8016,40.07,-74.85,"Burlington City, NJ",27446
8016,40.07,-74.85,"Burlington Township, NJ",27446
8016,40.07,-74.85,"Burlngtn City, NJ",27446
8016,40.07,-74.85,"Burlngtn Twp, NJ",27446
8101,39.93,-75.1,"Camden, NJ",426
8102,39.93,-75.1,"Camden, NJ",4388
8103,39.93,-75.1,"Camden, NJ",8064
8104,39.93,-75.1,"Camden, NJ",14926
8104,39.93,-75.1,"Haddon Township, NJ",14926
8104,39.93,-75.1,"Haddon Twp, NJ",14926
8104,39.93,-75.1,"South Camden, NJ",14926
8105,39.93,-75.1,"Camden, NJ",20084
8105,39.93,-75.1,"East Camden, NJ",20084
8106,39.88,-75.07,"Audubon, NJ",8646
8106,39.88,-75.07,"Audubon Park, NJ",8646
8106,39.88,-75.07,"Camden, NJ",8646
8107,39.9,-75.08,"Oaklyn, NJ",10754
8107,39.9,-75.08,"Collingswood, NJ",10754
8107,39.9,-75.08,"Haddon Township, NJ",10754
8107,39.9,-75.08,"Haddon Twp, NJ",10754
8107,39.9,-75.08,"W Colls, NJ",10754
8107,39.9,-75.08,"West Collingswood, NJ",10754
8107,39.9,-75.08,"Woodlynne, NJ",10754
8107,39.9,-75.08,"Camden, NJ",10754
8108,39.91,-75.07,"Collingswood, NJ",15534
8108,39.91,-75.07,"Haddon Township, NJ",15534
8108,39.91,-75.07,"Haddon Twp, NJ",15534
8108,39.91,-75.07,"Westmont, NJ",15534
8108,39.91,-75.07,"Camden, NJ",15534
8109,39.94,-75.05,"Merchantville, NJ",19052
8109,39.94,-75.05,"Pennsauken, NJ",19052
8109,39.94,-75.05,"Camden, NJ",19052
8110,39.96,-75.05,"Pennsauken, NJ",15836
8110,39.96,-75.05,"Delair, NJ",15836
8110,39.96,-75.05,"Camden, NJ",15836
8204,38.94,-74.9,"Cape May, NJ",15523
8204,38.94,-74.9,"N Cape May, NJ",15523
8204,38.94,-74.9,"North Cape May, NJ",15523
8204,38.94,-74.9,"West Cape May, NJ",15523
8204,38.94,-74.9,"Cold Spring, NJ",15523
8204,38.94,-74.9,"Erma, NJ",15523
8204,38.94,-74.9,"Fishing Creek, NJ",15523
8204,38.94,-74.9,"Town Bank, NJ",15523
8210,39.07,-74.82,"Cape May Court House, NJ",13739
8210,39.07,-74.82,"Cape May Ch, NJ",13739
8210,39.07,-74.82,"Burleigh, NJ",13739
8210,39.07,-74.82,"Clermont, NJ",13739
8210,39.07,-74.82,"Mayville, NJ",13739
8210,39.07,-74.82,"Swainton, NJ",13739
8212,38.93,-74.96,"Cape May Point, NJ",
8212,38.93,-74.96,"Cape May Pt, NJ",
8018,39.72,-74.9,"Cedar Brook, NJ",
8311,39.32,-75.2,"Cedarville, NJ",1831
8019,39.75,-74.46,"Chatsworth, NJ",871
8002,39.9,-74.99,"Cherry Hill, NJ",18807
8002,39.9,-74.99,"Cherry Hill Township, NJ",18807
8002,39.9,-74.99,"Ellisburg, NJ",18807
8002,39.9,-74.99,"Erlton, NJ",18807
8003,39.9,-74.99,"Cherry Hill, NJ",27889
8003,39.9,-74.99,"Cherry Hill Township, NJ",27889
8003,39.9,-74.99,"Woodcrest, NJ",27889
8034,39.9,-74.99,"Cherry Hill, NJ",16356
8034,39.9,-74.99,"Ashland, NJ",16356
8034,39.9,-74.99,"Cherry Hill Township, NJ",16356
8020,39.8,-75.22,"Clarksboro, NJ",1925
8510,40.19,-74.42,"Millstone Township, NJ",4375
8510,40.19,-74.42,"Clarksburg, NJ",4375
8510,40.19,-74.42,"Millstone Twp, NJ",4375
8510,40.19,-74.42,"Millstone, NJ",4375
8526,40.16,-74.49,"Imlaystown, NJ",
8526,40.16,-74.49,"Clarksburg, NJ",
8312,39.65,-75.08,"Clayton, NJ",6392
8021,39.8,-74.98,"Clementon, NJ",37348
8021,39.8,-74.98,"Laurel Spgs, NJ",37348
8021,39.8,-74.98,"Laurel Springs, NJ",37348
8021,39.8,-74.98,"Lindenwold, NJ",37348
8021,39.8,-74.98,"Pine Hill, NJ",37348
8021,39.8,-74.98,"Pine Valley, NJ",37348
7721,40.43,-74.23,"Cliffwood, NJ",2549
8213,39.51,-74.56,"Cologne, NJ",
7722,40.28,-74.16,"Colts Neck, NJ",9440
7722,40.28,-74.16,"Earle Naval Weapons Station, NJ",9440
7722,40.28,-74.16,"Phalanx, NJ",9440
7722,40.28,-74.16,"Vanderburg, NJ",9440
8022,40.06,-74.68,"Columbus, NJ",8335
8022,40.06,-74.68,"Mansfield, NJ",8335
8511,40.04,-74.55,"Cookstown, NJ",897
8512,40.31,-74.51,"Cranbury, NJ",9761
8512,40.31,-74.51,"East Windsor, NJ",9761
8512,40.31,-74.51,"E Windsor, NJ",9761
8514,40.14,-74.49,"Cream Ridge, NJ",4004
8514,40.14,-74.49,"Creamridge, NJ",4004
8514,40.14,-74.49,"Upper Freehold Township, NJ",4004
8515,40.15,-74.66,"Chesterfield, NJ",4172
8515,40.15,-74.66,"Crosswicks, NJ",4172
8515,40.15,-74.66,"Chesterfield Township, NJ",4172
7723,40.24,-73.99,"Deal, NJ",875
7723,40.24,-73.99,"Deal Park, NJ",875
8023,39.62,-75.51,"Deepwater, NJ",461
8313,39.49,-75.21,"Deerfield Street, NJ",
8313,39.49,-75.21,"Deerfield St, NJ",
8313,39.49,-75.21,"Deerfield, NJ",
8314,39.2,-74.97,"Delmont, NJ",
8214,39.22,-74.85,"Dennisville, NJ",
8214,39.22,-74.85,"North Dennis, NJ",
8315,39.22,-75.13,"Dividing Creek, NJ",
8315,39.22,-75.13,"Dividing Crk, NJ",
8316,39.28,-74.94,"Dorchester, NJ",
8317,39.4,-74.82,"Dorothy, NJ",1120
7724,40.29,-74.05,"Eatontown, NJ",18937
7724,40.29,-74.05,"Tinton Falls, NJ",18937
7724,40.29,-74.05,"Monmouth, NJ",18937
7724,40.29,-74.05,"Shrewsbury Township, NJ",18937
7724,40.29,-74.05,"Vail Homes, NJ",18937
7799,40.29,-74.05,"Eatontown, NJ",
8215,39.56,-74.59,"Egg Harbor City, NJ",11254
8215,39.56,-74.59,"Egg Harbor Cy, NJ",11254
8215,39.56,-74.59,"Egg Hbr City, NJ",11254
8215,39.56,-74.59,"Devonshire, NJ",11254
8215,39.56,-74.59,"Egg Harbor, NJ",11254
8215,39.56,-74.59,"Germania, NJ",11254
8215,39.56,-74.59,"Green Bank, NJ",11254
8215,39.56,-74.59,"Lower Bank, NJ",11254
8215,39.56,-74.59,"South Egg Harbor, NJ",11254
8215,39.56,-74.59,"Weekstown, NJ",11254
8318,39.59,-75.17,"Elmer, NJ",10908
8318,39.59,-75.17,"Pittsgrove, NJ",10908
8318,39.59,-75.17,"Centerton, NJ",10908
8318,39.59,-75.17,"Daretown, NJ",10908
8318,39.59,-75.17,"Pittsgrov Twp, NJ",10908
8318,39.59,-75.17,"Pittsgrove Township, NJ",10908
8217,39.6,-74.68,"Elwood, NJ",
7726,40.29,-74.36,"Englishtown, NJ",39570
7726,40.29,-74.36,"Manalapan, NJ",39570
8319,39.35,-74.77,"Estell Manor, NJ",1187
8025,39.71,-75.23,"Ewan, NJ",
8320,39.37,-75.21,"Fairton, NJ",
7727,40.19,-74.17,"Farmingdale, NJ",6073
7727,40.19,-74.17,"Tinton Falls, NJ",6073
7727,40.19,-74.17,"Wall Township, NJ",6073
7727,40.19,-74.17,"Wall, NJ",6073
7727,40.19,-74.17,"Wall Twp, NJ",6073
8518,40.11,-74.8,"Florence, NJ",4285
8731,39.84,-74.19,"Forked River, NJ",17395
8731,39.84,-74.19,"Lacey, NJ",17395
8321,39.22,-75.13,"Fortescue, NJ",
8322,39.61,-75.02,"Franklinville, NJ",9278
7728,40.25,-74.27,"Freehold, NJ",46233
7728,40.25,-74.27,"East Freehold, NJ",46233
7728,40.25,-74.27,"Georgia, NJ",46233
7728,40.25,-74.27,"Jerseyville, NJ",46233
7728,40.25,-74.27,"Millhurst, NJ",46233
8026,39.83,-74.96,"Gibbsboro, NJ",2097
8027,39.82,-75.27,"Gibbstown, NJ",4419
8028,39.7,-75.11,"Glassboro, NJ",13452
8028,39.7,-75.11,"Aura, NJ",13452
8029,39.84,-75.06,"Glendora, NJ",4040
8030,39.89,-75.11,"Gloucester City, NJ",10400
8030,39.89,-75.11,"Brooklawn, NJ",10400
8030,39.89,-75.11,"Gloucester Cy, NJ",10400
8030,39.89,-75.11,"Gloucstr City, NJ",10400
8030,39.89,-75.11,"Gloucester, NJ",10400
8218,39.11,-74.86,"Goshen, NJ",
8219,39.04,-74.91,"Green Creek, NJ",
8323,39.39,-75.36,"Greenwich, NJ",690
8323,39.39,-75.36,"Greenwich Township, NJ",690
8032,39.77,-75.05,"Grenloch, NJ",
8033,39.89,-75.03,"Haddonfield, NJ",14871
8033,39.89,-75.03,"East Haddonfield, NJ",14871
8033,39.89,-75.03,"Tavistock, NJ",14871
8035,39.87,-75.06,"Haddon Heights, NJ",6656
8035,39.87,-75.06,"Haddon Hgts, NJ",6656
8035,39.87,-75.06,"Haddon Hts, NJ",6656
8036,39.98,-74.82,"Hainesport, NJ",5464
8036,39.98,-74.82,"Hainesport Township, NJ",5464
8036,39.98,-74.82,"Hainesprt Twp, NJ",5464
8037,39.65,-74.77,"Hammonton, NJ",20771
8037,39.65,-74.77,"Batsto, NJ",20771
8037,39.65,-74.77,"Ancora, NJ",20771
8037,39.65,-74.77,"Blue Anchor, NJ",20771
8037,39.65,-74.77,"Braddock, NJ",20771
8037,39.65,-74.77,"Elm, NJ",20771
8037,39.65,-74.77,"Folsom, NJ",20771
8037,39.65,-74.77,"Nesco, NJ",20771
8037,39.65,-74.77,"Rosedale, NJ",20771
8037,39.65,-74.77,"Sweetwater, NJ",20771
8038,39.47,-75.45,"Hancocks Bridge, NJ",
8038,39.47,-75.45,"Hancocks Brg, NJ",
8039,39.73,-75.32,"Harrisonville, NJ",
7730,40.42,-74.17,"Hazlet, NJ",15325
8324,39.24,-74.99,"Heislerville, NJ",
8324,39.24,-74.99,"Thompson Beach, NJ",
7732,40.4,-73.99,"Highlands, NJ",4081
7732,40.4,-73.99,"Sandy Hook, NJ",4081
7732,40.4,-73.99,"Gateway National Recreation, NJ",4081
7732,40.4,-73.99,"Monmouth Hills, NJ",4081
8520,40.26,-74.52,"Hightstown, NJ",24186
8520,40.26,-74.52,"East Windsor, NJ",24186
8520,40.26,-74.52,"E Windsor, NJ",24186
7733,40.37,-74.17,"Holmdel, NJ",15555
7733,40.37,-74.17,"Holmdel Village, NJ",15555
8525,40.38,-74.76,"Hopewell, NJ",4389
8525,40.38,-74.76,"Hopewell Township, NJ",4389
8525,40.38,-74.76,"Hopewell Twp, NJ",4389
7731,40.14,-74.19,"Howell, NJ",35010
7731,40.14,-74.19,"Wall Township, NJ",35010
7731,40.14,-74.19,"Wall, NJ",35010
7731,40.14,-74.19,"Wall Twp, NJ",35010
8732,39.94,-74.14,"Island Heights, NJ",1563
8732,39.94,-74.14,"Island Hgts, NJ",1563
8527,40.1,-74.35,"Jackson, NJ",47406
8527,40.1,-74.35,"Jackson Township, NJ",47406
8527,40.1,-74.35,"Jackson Twp, NJ",47406
8041,40.03,-74.68,"Jobstown, NJ",897
8042,39.95,-74.66,"Juliustown, NJ",
7734,40.44,-74.13,"Keansburg, NJ",10496
7734,40.44,-74.13,"East Keansburg, NJ",10496
7734,40.44,-74.13,"Ideal Beach, NJ",10496
7734,40.44,-74.13,"W Keansburg, NJ",10496
7734,40.44,-74.13,"West Keansburg, NJ",10496
7735,40.43,-74.2,"Keyport, NJ",16520
7735,40.43,-74.2,"Union Beach, NJ",16520
7735,40.43,-74.2,"Cliffwood Bch, NJ",16520
7735,40.43,-74.2,"Cliffwood Beach, NJ",16520
8528,40.37,-74.6,"Kingston, NJ",431
8043,39.84,-74.95,"Voorhees, NJ",24732
8043,39.84,-74.95,"Kirkwd Vrhes, NJ",24732
8043,39.84,-74.95,"Kirkwood, NJ",24732
8043,39.84,-74.95,"Echelon, NJ",24732
8043,39.84,-74.95,"Kirkwd Voorhs, NJ",24732
8043,39.84,-74.95,"Voorhees Kirkwood, NJ",24732
8043,39.84,-74.95,"Voorhees Township, NJ",24732
